C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_35_768.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_35_768.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_35_768.jpg, 0, 0, 0, 7.824438E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_35_867.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_35_867.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_35_867.jpg, 0, 0, 0, 8.024078E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_35_971.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_35_971.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_35_971.jpg, 0, 0, 0, 7.861722E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_36_076.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_36_076.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_36_076.jpg, 0, 0, 0, 7.893926E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_36_181.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_36_181.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_36_181.jpg, 0, 0, 0, 7.880028E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_36_284.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_36_284.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_36_284.jpg, 0, 0, 0, 7.789821E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_36_389.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_36_389.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_36_389.jpg, 0, 0, 0, 8.311104E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_36_492.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_36_492.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_36_492.jpg, 0, 0, 0, 7.773403E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_36_596.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_36_596.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_36_596.jpg, 0, 0, 0, 7.802407E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_36_704.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_36_704.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_36_704.jpg, 0, 0, 0, 7.823038E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_36_805.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_36_805.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_36_805.jpg, 0, 0, 0, 7.803733E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_36_907.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_36_907.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_36_907.jpg, 0, 0, 0, 7.788307E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_37_016.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_37_016.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_37_016.jpg, 0, 0, 0, 7.832922E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_37_118.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_37_118.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_37_118.jpg, 0, 0, 0, 7.780109E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_37_226.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_37_226.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_37_226.jpg, 0, 0, 0, 7.784958E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_37_329.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_37_329.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_37_329.jpg, 0, 0, 0, 7.972819E-05
C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\center_2024_07_09_07_24_37_430.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\left_2024_07_09_07_24_37_430.jpg, C:\Users\GAURAV KUMAR RAY\Downloads\car data\IMG\right_2024_07_09_07_24_37_430.jpg, 0, 0, 0, 7.89715E-05
